,timestamp,lp
2023-06-28 14:49:24.364561,,589.55
2023-06-28 14:49:24.754217,,589.6
2023-06-28 14:49:25.347658,,589.55
2023-06-28 14:49:25.755969,,589.7
2023-06-28 14:49:26.550360,,589.5
2023-06-28 14:49:28.553015,,589.55
2023-06-28 14:49:28.754945,,589.5
2023-06-28 14:49:29.755203,,589.65
2023-06-28 14:49:30.555986,,589.5
2023-06-28 14:49:32.758687,,589.7
2023-06-28 14:49:33.757562,,589.55
2023-06-28 14:49:34.757375,,589.65
2023-06-28 14:49:35.760111,,589.5
2023-06-28 14:49:38.757282,,589.55
2023-06-28 14:49:38.963559,,589.5
2023-06-28 14:49:40.971588,,589.5
2023-06-28 14:49:41.758205,,589.55
2023-06-28 14:49:42.167971,,589.65
2023-06-28 14:49:43.175655,,589.5
2023-06-28 14:49:43.759606,,589.55
2023-06-28 14:49:44.184170,,589.5
2023-06-28 14:49:45.372275,,589.7
2023-06-28 14:49:45.763267,,589.55
2023-06-28 14:49:46.380961,,589.75
2023-06-28 14:49:46.759469,,589.7
2023-06-28 14:49:47.587142,,589.6
2023-06-28 14:49:48.761064,,589.7
2023-06-28 14:49:49.766539,,589.75
2023-06-28 14:49:51.769262,,589.7
2023-06-28 14:49:52.763377,,589.75
2023-06-28 14:49:53.763616,,589.7
2023-06-28 14:49:54.760616,,589.6
2023-06-28 14:49:55.385762,,589.75
2023-06-28 14:49:55.764257,,589.8
2023-06-28 14:49:56.761643,,589.75
2023-06-28 14:49:57.777801,,589.8
2023-06-28 14:49:59.600699,,589.75
2023-06-28 14:50:01.771353,,589.8
2023-06-28 14:50:02.193092,,589.75
2023-06-28 14:50:02.772733,,589.7
2023-06-28 14:50:03.195472,,589.8
2023-06-28 14:50:03.773113,,589.85
2023-06-28 14:50:04.767496,,589.8
2023-06-28 14:50:05.763877,,589.7
2023-06-28 14:50:06.197608,,589.85
2023-06-28 14:50:07.401742,,589.8
2023-06-28 14:50:08.403039,,589.7
2023-06-28 14:50:09.405848,,589.75
2023-06-28 14:50:10.765551,,589.7
2023-06-28 14:50:11.402445,,589.65
2023-06-28 14:50:12.605142,,589.7
2023-06-28 14:50:12.770571,,589.5
2023-06-28 14:50:12.802576,,589.55
2023-06-28 14:50:13.768756,,589.6
2023-06-28 14:50:14.771237,,589.7
2023-06-28 14:50:15.771226,,589.8
2023-06-28 14:50:16.209069,,589.7
2023-06-28 14:50:16.810470,,590.0
2023-06-28 14:50:17.793172,,589.8
2023-06-28 14:50:18.770191,,589.85
2023-06-28 14:50:19.009838,,589.65
2023-06-28 14:50:19.774773,,589.75
2023-06-28 14:50:20.769837,,589.85
2023-06-28 14:50:21.018683,,589.8
2023-06-28 14:50:21.769584,,589.75
2023-06-28 14:50:22.770419,,589.9
