,timestamp,lp
2023-06-28 16:29:47.956377,,5582.0
2023-06-28 16:29:48.097287,,5581.0
2023-06-28 16:29:48.732704,,5582.0
2023-06-28 16:29:49.035154,,5583.0
2023-06-28 16:29:52.473248,,5582.0
2023-06-28 16:29:47.956377,,5582.0
2023-06-28 16:29:48.097287,,5581.0
2023-06-28 16:29:48.732704,,5582.0
2023-06-28 16:29:49.035154,,5583.0
2023-06-28 16:29:52.473248,,5582.0
2023-06-28 16:29:47.956377,,5582.0
2023-06-28 16:29:48.097287,,5581.0
2023-06-28 16:29:48.732704,,5582.0
2023-06-28 16:29:49.035154,,5583.0
2023-06-28 16:29:52.473248,,5582.0
2023-06-28 16:29:47.956377,,5582.0
2023-06-28 16:29:48.097287,,5581.0
2023-06-28 16:29:48.732704,,5582.0
2023-06-28 16:29:49.035154,,5583.0
2023-06-28 16:29:52.473248,,5582.0
2023-06-28 16:29:47.956377,,5582.0
2023-06-28 16:29:48.097287,,5581.0
2023-06-28 16:29:48.732704,,5582.0
2023-06-28 16:29:49.035154,,5583.0
2023-06-28 16:29:52.473248,,5582.0
2023-06-28 16:29:58.723642,,5583.0
2023-06-28 16:30:04.114657,,5584.0
2023-06-28 16:30:04.927157,,5583.0
2023-06-28 16:30:05.720151,,5582.0
2023-06-28 16:30:11.138350,,5583.0
2023-06-28 16:30:14.661635,,5584.0
2023-06-28 16:30:14.975123,,5582.0
2023-06-28 16:30:24.995454,,5581.0
2023-06-28 16:30:25.759778,,5579.0
2023-06-28 16:30:26.161041,,5577.0
2023-06-28 16:30:27.569817,,5578.0
2023-06-28 16:30:28.567911,,5577.0
2023-06-28 16:30:31.591125,,5576.0
2023-06-28 16:30:35.616478,,5575.0
2023-06-28 16:30:36.396029,,5576.0
2023-06-28 16:30:36.998640,,5575.0
2023-06-28 16:30:40.409983,,5576.0
2023-06-28 16:30:41.413632,,5575.0
2023-06-28 16:30:46.427293,,5577.0
2023-06-28 16:30:50.640039,,5578.0
2023-06-28 16:30:51.232841,,5579.0
2023-06-28 16:30:53.844312,,5578.0
2023-06-28 16:31:02.462779,,5582.0
2023-06-28 16:31:05.668947,,5578.0
2023-06-28 16:31:06.076211,,5580.0
2023-06-28 16:31:21.713363,,5578.0
2023-06-28 16:31:22.114433,,5579.0
2023-06-28 16:31:23.930624,,5578.0
2023-06-28 16:31:27.335435,,5576.0
2023-06-28 16:31:35.719291,,5574.0
2023-06-28 16:31:36.571405,,5575.0
2023-06-28 16:31:42.174706,,5577.0
2023-06-28 16:31:44.373067,,5575.0
2023-06-28 16:31:48.993578,,5578.0
2023-06-28 16:31:49.984503,,5576.0
2023-06-28 16:31:55.920503,,5577.0
2023-06-28 16:31:58.818586,,5578.0
2023-06-28 16:32:01.625401,,5575.0
2023-06-28 16:32:03.830036,,5574.0
2023-06-28 16:32:05.239399,,5575.0
2023-06-28 16:32:19.612436,,5577.0
2023-06-28 16:32:19.990074,,5576.0
2023-06-28 16:32:21.860676,,5577.0
2023-06-28 16:32:28.295042,,5574.0
2023-06-28 16:32:39.320893,,5576.0
2023-06-28 16:32:40.931073,,5574.0
2023-06-28 16:32:46.237609,,5576.0
2023-06-28 16:32:48.135233,,5575.0
2023-06-28 16:32:49.535712,,5573.0
2023-06-28 16:32:53.749849,,5576.0
2023-06-28 16:33:02.660279,,5575.0
2023-06-28 16:33:10.775230,,5574.0
2023-06-28 16:33:24.600354,,5576.0
2023-06-28 16:33:28.812414,,5578.0
2023-06-28 16:33:50.289170,,5577.0
2023-06-28 16:33:53.853225,,5576.0
2023-06-28 16:33:55.721041,,5575.0
2023-06-28 16:33:56.293054,,5576.0
2023-06-28 16:33:56.703008,,5577.0
2023-06-28 16:34:08.125565,,5579.0
